"trialId","answer","correctAnswer","pid"
"scatterplot-retrieve_value-weather_and_climate","72%","72%","p55"
"scatterplot_with_cluster-identify_clusters-innovation","Around the center at (50, 50)","Around the center at (50, 50)","p55"
"scatterplot_with_outlier-identify_anomalies-weather_and_climate","Temperature at 52°F and Humidity at 37%","Temperature at 109°F and Humidity at 96%","p55"
"stacked_area_chart-describe_trend_or_correlation-health","No clear trend is observed in the number of cases for the different health conditions over the years.","No clear trend is observed in the number of cases for the different health conditions over the years.","p55"
"stacked_area_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-innovation","1.1","1.1","p55"
"stacked_area_chart-locate_value-food_and_agriculture","2012","2012","p55"
"stacked_area_chart-make_comparisons-economy","Agriculture","Agriculture","p55"
"stacked_area_chart-retrieve_value-innovation","220","191","p55"
"stacked_bar_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-weather_and_climate","2.4","1.4","p55"
"stacked_bar_chart-locate_value-economy","2018, Technology, $492 million","2018, Technology, $492 million","p55"
"stacked_bar_chart-make_comparisons-population_and_demography","Region F","Region F","p55"
"stacked_bar_chart-retrieve_value-economy","492","492","p55"
"tree_map-identify_the_hierarchical_structure-economy","Manufacturing","Manufacturing","p55"
"tree_map-locate_value-innovation","Pharma","Pharma","p55"
"tree_map-retrieve_value-economy","10%","15%","p55"
"100_percent_stacked_bar_chart-locate_value-economy","Agriculture, 2020","Agriculture, 2020","p7"
"100_percent_stacked_bar_chart-make_comparisons-economy","Both had the same share","Manufacturing","p7"
"100_percent_stacked_bar_chart-retrieve_value-economy","3%","3%","p7"
"area_chart-describe_trend_or_correlation-economy","The GDP remains constant over the years.","The GDP remains constant over the years.","p7"
"area_chart-identify_range-food_and_agriculture","[108, 200]","[108, 200]","p7"
"area_chart-locate_value-health","217 patients","217 patients","p7"
"area_chart-retrieve_value-economy","961","961","p7"
"bar_chart-identify_range-economy","[113, 473]","[113, 473]","p7"
"bar_chart-locate_value-economy","Manufacturing","Manufacturing","p7"
"bar_chart-make_comparisons-politics","Socialist","Socialist","p7"
"bar_chart-retrieve_value-health","53","63","p7"
"bubble_chart-describe_trend_or_correlation-health","As age increases, systolic blood pressure decreases.","As age increases, systolic blood pressure decreases.","p7"
"bubble_chart-identify_range-economy","[217, 625]","[217, 625]","p7"
"bubble_chart-locate_value-health","Patient 2","Patient 2","p7"
"bubble_chart-make_comparisons-education","School A","School A","p7"
"bubble_chart-retrieve_value-health","134","134","p7"
"bubble_chart_with_cluster-identify_clusters-innovation","Company A, Company B, Company C, Company D","Company A, Company B, Company C, Company D","p7"
"bubble_chart_with_outlier-identify_anomalies-innovation","Company A","Company A","p7"
"choropleth_map-locate_value-education","New York","New York","p7"
"choropleth_map-make_comparisons-economy","Florida","Florida","p7"
"choropleth_map-retrieve_value-weather_and_climate","100","100","p7"
"histogram-locate_value-energy_and_environment","63 MWh","63 MWh","p7"
"histogram-make_comparisons-economy","$50,000 bracket has more individuals","$50,000 bracket has more individuals","p7"
"histogram-retrieve_value-health","257","222","p7"
"line_chart-describe_trend_or_correlation-health","A cyclical pattern with regular intervals","No clear trend or correlation in heart rate","p7"
"line_chart-estimate_the_difference_between_two_values_of_the_same_type-politics","36","36","p7"
"line_chart-identify_range-economy","[1, 10]","[1, 10]","p7"
"line_chart-locate_value-population_and_demography","2015","2015","p7"
"line_chart-retrieve_value-economy","10","10","p7"
"pie_chart-locate_value-weather_and_climate","Temperate","Temperate","p7"
"pie_chart-make_comparisons-economy","Agriculture","Agriculture","p7"
"pie_chart-retrieve_value-politics","15%","15%","p7"
"scatterplot-describe_trend_or_correlation-innovation","There is no clear trend or correlation between Research Investment and Innovation Scores.","There is no clear trend or correlation between Research Investment and Innovation Scores.","p7"
"scatterplot-identify_range-politics","[52, 90]","[52, 90]","p7"
"scatterplot-locate_value-weather_and_climate","Temperature 100°F, Humidity 72%","Temperature 100°F, Humidity 72%","p7"
"scatterplot-make_comparisons-energy_and_environment","Energy Consumption over 400 MWh","Energy Consumption over 400 MWh","p7"
"scatterplot-retrieve_value-food_and_agriculture","254","254","p7"
"scatterplot_with_cluster-identify_clusters-innovation","Around the center at (50, 50)","Around the center at (50, 50)","p7"
"scatterplot_with_outlier-identify_anomalies-food_and_agriculture","Crop Yield: 120 quintals/ha, Fertilizer Use: 250 kg/ha","Crop Yield: 120 quintals/ha, Fertilizer Use: 250 kg/ha","p7"
"stacked_area_chart-describe_trend_or_correlation-health","The number of cases for all conditions has steadily increased over the years.","No clear trend is observed in the number of cases for the different health conditions over the years.","p7"
"stacked_area_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-energy_and_environment","2.5","2.5","p7"
"stacked_area_chart-locate_value-politics","2013","2007","p7"
"stacked_area_chart-make_comparisons-population_and_demography","Age group ""65+"" had a larger population.","Age group ""65+"" had a larger population.","p7"
"stacked_area_chart-retrieve_value-politics","917","917","p7"
"stacked_bar_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-weather_and_climate","1.4","1.4","p7"
"stacked_bar_chart-locate_value-weather_and_climate","CityF","CityF","p7"
"stacked_bar_chart-make_comparisons-weather_and_climate","CityA","CityA","p7"
"stacked_bar_chart-retrieve_value-energy_and_environment","850 GWh","701 GWh","p7"
"tree_map-identify_the_hierarchical_structure-education","Mathematics","Mathematics","p7"
"tree_map-locate_value-economy","Livestock","Livestock","p7"
"tree_map-retrieve_value-innovation","20%","20%","p7"
"100_percent_stacked_bar_chart-locate_value-energy_and_environment","2021, Fossil Fuels","2020, Solar","p75"
"100_percent_stacked_bar_chart-make_comparisons-weather_and_climate","Cloudy","Cloudy","p75"
"100_percent_stacked_bar_chart-retrieve_value-weather_and_climate","29%","29%","p75"
"area_chart-describe_trend_or_correlation-economy","The GDP remains constant over the years.","The GDP remains constant over the years.","p75"
"area_chart-identify_range-economy","[961, 961]","[961, 961]","p75"
"area_chart-locate_value-education","2019","2019","p75"
"area_chart-retrieve_value-economy","961","961","p75"
"bar_chart-identify_range-health","[50, 489]","[63, 475]","p75"
"bar_chart-locate_value-innovation","Renewable Energy","Renewable Energy","p75"
"bar_chart-make_comparisons-politics","Socialist","Socialist","p75"
"bar_chart-retrieve_value-weather_and_climate","100","100","p75"
"bubble_chart-describe_trend_or_correlation-education","There is no clear trend or correlation between the average test score and the number of students.","There is no clear trend or correlation between the average test score and the number of students.","p75"
"bubble_chart-identify_range-economy","[217, 625]","[217, 625]","p75"
"bubble_chart-locate_value-politics","Libertarian Party with $1,378,536","Libertarian Party with $1,378,536","p75"
"bubble_chart-make_comparisons-energy_and_environment","Grevia","Grevia","p75"
"bubble_chart-retrieve_value-health","134","134","p75"
"bubble_chart_with_cluster-identify_clusters-population_and_demography","City 1, City 2, City 3, and City 4","City 1, City 2, City 3, and City 4","p75"
"bubble_chart_with_outlier-identify_anomalies-economy","Country A","Country A","p75"
"choropleth_map-locate_value-energy_and_environment","Maryland","Maryland","p75"
"choropleth_map-make_comparisons-economy","Florida","Florida","p75"
"choropleth_map-retrieve_value-innovation","475","475","p75"
"histogram-locate_value-education","107","107","p75"
"histogram-make_comparisons-economy","$50,000 bracket has more individuals","$50,000 bracket has more individuals","p75"
"histogram-retrieve_value-health","222","222","p75"
"line_chart-describe_trend_or_correlation-education","Fluctuations in enrollment numbers without a clear upward or downward trend.","Fluctuations in enrollment numbers without a clear upward or downward trend.","p75"
"line_chart-estimate_the_difference_between_two_values_of_the_same_type-education","22","42","p75"
"line_chart-identify_range-innovation","[138, 961]","[138, 961]","p75"
"line_chart-locate_value-population_and_demography","2015","2015","p75"
"line_chart-retrieve_value-food_and_agriculture","710","710","p75"
"pie_chart-locate_value-education","Postgraduate","Postgraduate","p75"
"pie_chart-make_comparisons-education","Middle School","Middle School","p75"
"pie_chart-retrieve_value-economy","40%","40%","p75"
"scatterplot-describe_trend_or_correlation-health","A strong negative correlation between Weight and Height.","A strong negative correlation between Weight and Height.","p75"
"scatterplot-identify_range-population_and_demography","[20, 79]","[20, 79]","p75"
"scatterplot-locate_value-economy","GDP: 1991, Unemployment Rate: 0","GDP: 1991, Unemployment Rate: 0","p75"
"scatterplot-make_comparisons-health","50-60 kg","50-60 kg","p75"
"scatterplot-retrieve_value-economy","0","0","p75"
"scatterplot_with_cluster-identify_clusters-weather_and_climate","Around 50 degrees temperature and 50 degrees humidity","Around 50 degrees temperature and 50 degrees humidity","p75"
"scatterplot_with_outlier-identify_anomalies-food_and_agriculture","Crop Yield: 120 quintals/ha, Fertilizer Use: 250 kg/ha","Crop Yield: 120 quintals/ha, Fertilizer Use: 250 kg/ha","p75"
"stacked_area_chart-describe_trend_or_correlation-food_and_agriculture","Production of each crop fluctuates without a clear upward or downward trend.","Production of each crop fluctuates without a clear upward or downward trend.","p75"
"stacked_area_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-population_and_demography","0.2","0.4","p75"
"stacked_area_chart-locate_value-food_and_agriculture","2012","2012","p75"
"stacked_area_chart-make_comparisons-population_and_demography","Age group ""0-14"" had a larger population.","Age group ""65+"" had a larger population.","p75"
"stacked_area_chart-retrieve_value-politics","1155","917","p75"
"stacked_bar_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-economy","1.2","1.2","p75"
"stacked_bar_chart-locate_value-health","Clinic 7","Clinic 7","p75"
"stacked_bar_chart-make_comparisons-education","School B","School B","p75"
"stacked_bar_chart-retrieve_value-politics","650","472","p75"
"tree_map-identify_the_hierarchical_structure-politics","Foreign Policy","Foreign Policy","p75"
"tree_map-locate_value-food_and_agriculture","Lettuces","Lettuces","p75"
"tree_map-retrieve_value-economy","25%","15%","p75"
"100_percent_stacked_bar_chart-locate_value-food_and_agriculture","Dairy in 2021","Vegetables in 2020","p57"
"100_percent_stacked_bar_chart-make_comparisons-innovation","Company C","Company A","p57"
"100_percent_stacked_bar_chart-retrieve_value-politics","49%","42%","p57"
"area_chart-describe_trend_or_correlation-innovation","No clear trend, with the number of innovations fluctuating each year.","No clear trend, with the number of innovations fluctuating each year.","p57"
"area_chart-identify_range-energy_and_environment","[138, 961]","[138, 961]","p57"
"area_chart-locate_value-weather_and_climate","Day 11","Day 11","p57"
"area_chart-retrieve_value-energy_and_environment","575 GWh","575 GWh","p57"
"bar_chart-identify_range-politics","[1941, 9918]","[1941, 9918]","p57"
"bar_chart-locate_value-weather_and_climate","City3 and City15","City3 and City15","p57"
"bar_chart-make_comparisons-food_and_agriculture","Soybeans","Soybeans","p57"
"bar_chart-retrieve_value-economy","405","405","p57"
"bubble_chart-describe_trend_or_correlation-economy","There is no clear trend or correlation between GDP and Unemployment Rate.","There is no clear trend or correlation between GDP and Unemployment Rate.","p57"
